TITLE,IMAGE,PRICE,SKU,DESCRIPTION,BRAND,BOX,CONNECTING WIRE,KIT INCLUDED,WARRANTY PERIOD,INVERTER,WARRANTY TYPE,HOME FEATURES,HORSE POWER,ROOM SIZE,POWER CONSUMPTION,MODEL,WARRANTY POLICY,COLOR FAMILTY,ENGLISH HIGHLIGHTS,NAME IN ENGLISH LANGUAGE,ENGLISH DESCRIPTION,IMPORTED,WARRANTY POLICY EN,QUANTITY,DELIVERY OPTION ECONOMY,SPECIAL PRICE,PROMOTION START DATE,PROMOTION END DATE,FREE ITEMS,PACKAGE WEIGHT,PACKAGR LENGTH,PACKAGE WIDTH,PACKAGE HEIGHT,TAXES,DANGEROUS GOODS,EXPRESS DELIVERY
Changhong Ruba 1 Ton DC Inverter - Cool Only - CSDC-12BAH+ White,https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 57,999",CH777HL0L0AR2NAFAMZ-3576094,"DC Inverter
Cool Only
White Color
High Energy Saving
Energy Saving Up To 60%
100% Copper Connecting Pipe",Changhong Ruba,1 x Indoor Unit 1 x Outdoor Unit 1 x Remote Control 1 x Warranty Card 1 x Installation Kit 1 x User Manual,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSDC-12BAH+,"EN
3+1 (3 Years Compressor + 1 Year Parts)",N/A,N/A,N/A,N/A,N/A,3+1 (3 Years Compressor + 1 Year Parts),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Haier 1.5 Ton AC Turbo Cool 47 % Fast Cooling - 18 LTZ,https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 61,500",135972958_PK-1296328152,"A highly affordable series of air conditioners which stands out in a minimalistic white design, capable of delivering excellent cooling and heating performance. This Air Conditioner will make this summer cooler than ever with its instant cooling and amazing efficiency. This AC is certainly the right choice, is a reliable choice and the right pick for anyone who wants the best for their household.

20% Power Saving Series

Haier air conditioner can give more power cooling for fast air conditioning of entire room within 1 minute.

Work upto 52 ℃(T3 condition)

Haier air conditioner can continue to give cooling or heating air even when temperature comes to 52 ℃ outside.

Turbo Cooling

Instant cooling just a push away, press"" turbo"" button on your remote controller and enjoy instant cooling.

Healthy ionizer

Enjoy the feeling of a forest at home
Just press the health button,your room if filled with refreshing ions.",Haier,1 x Haier 1.5 Ton AC - 1 x Manual Guide - 1 x Warranty Card,Yes,Yes,N/A,No,N/A,N/A,N/A,N/A,N/A,18 LTZ,"EN
3 Years Compressor Warranty 1 Year Parts Warranty",N/A,N/A,N/A,N/A,N/A,3 Years Compressor Warranty 1 Year Parts Warranty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kenwood Kenwood KET-1226S - eInverter Tech Diamond Tropical Inverter Air Conditioner - 1.0 Ton - White,https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 55,999",KE755HL05NNUONAFAMZ-3804745,"Bringing innovation to Pakistan's Electronics Industry

Kenwood fall under the umbrella of RNI Electrical Appliances (Pvt). Ltd. R&I Electrical Appliances has come a long way since its inception some 13 years ago. With a humble beginning, it grew from a small company with three people into a growing entity that employs hundreds of people.

The combined product range of our brands includes all kitchen, home and power appliances and aim at helping you uplift your comfort and standard of living.

Summer Would be Cooler than Ever!

This Inverter Split Air Conditioner will make this summer cooler than ever with it’s instant cooling and amazing efficiency. The amazing is at your service to keep the terrible heat out while providing terrific cooling in.

Electricity Bill is No Worry!

The Inverter Split Air Conditioner starts on a low voltage and does not take the budget out of your range. This Inverter AC has every feature that makes life easier for you. While you provide the best way to prevent heat to your home this summer, it will take care of your pocket.

Specifications

General Parameters

Capacity: 1.0 Ton
AC Functionality: Heating & Cooling
AC Design: Wall Mount
Inverter Type: DC
Cooling Capacity: 12000 BTU
Heating Capacity: 12000 BTU
Gas: R410A
Color: Silver
Hidden LED Display
Stabilizer not required
DC inverter compressor
Blue Fins Condenser
Long Air throw
150 Volt Compressor start
03 Year Compressor Warranty
Long Distance Air Throw
I -Feel Function
Installation Kit 100% Pure Copper
Stabilizer not required
Golden Fins Condenser
Main Parts
Compressor
Refrigerant: R410a",Kenwood,1 X Inverter AC1 X Warranty Card1 X Remote Set1 X Warranty Card,No,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,"EN
03 Year Compressor Warranty, 01 Year Parts Warranty",N/A,N/A,N/A,N/A,N/A,"03 Year Compressor Warranty, 01 Year Parts Warranty",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kenwood AC KES-1837S 1.5 Ton Split Air Conditioner DC Inverter (White),https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 79,500",133075181_PK-1293370759,"Bringing innovation to Pakistan's Electronics Industry

Kenwood fall under the umbrella of RNI Electrical Appliances (Pvt). Ltd. R&I Electrical Appliances has come a long way since its inception some 13 years ago. With a humble beginning, it grew from a small company with three people into a growing entity that employs hundreds of people.

The combined product range of our brands includes all kitchen, home and power appliances and aim at helping you uplift your comfort and standard of living.

Specifications:
60% Energy Saving
Capacity:1.5 Ton
AC Functionality:Heating & Cooling
AC Design:Wall Mount
Inverter Type:DC
Cooling Capacity:18000 BTU
Heating Capacity:18000 BTU
Gas:R410A
Color:Silver & White
Hidden LED Display
Stabilizer not required
DC inverter compressor
Golden Fins Condenser
Long Air throw
150 Volt Compressor start
7 Star Machine
Higher Efficency Ratio (EER 4.0)
Tropical T3 Compressor
Bigger Indoor
Bigger Outdoor
5 Dimension Inverter",Kenwood,"Inner, outer, connecting wires, connecting tubes, warranty card, fitting material",Yes,Yes,N/A,Yes,N/A,N/A,N/A,250> sq meters,1,KES-1837S,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Karachi
Changhong Ruba CSDC-12BAH - Cool DC Inverter AC - 1 Ton - White,https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 62,500",CH777HL17BRAYNAFAMZ-5082793,"Summer Would be Cooler than Ever!

This
Inverter Split Air Conditioner will make this summer coolerthan ever
with it’s instant cooling and amazing efficiency. The amazing is atyour
service to keep the terrible heat out while providing terrific cooling
in.

ElectricityBill is No Worry!

The
Inverter Split Air Conditioner starts on a low voltage anddoes not take
the budget out of your range. This Inverter AC has every featurethat
makes life easier for you. While you provide the best way to prevent
heatto your home this summer, it will take care of your pocket.

Refrigerant

	

R410a




Capacity (BTU)Cooling

	

12000




Power Supply From

	

Indoor unit




Gas Pipe Size

	

12.7mm(1/2”)




Liquid Pipe Size

	

6.35mm(1/4”)




Maximum Piping Length

	

17 meters




100% Capacity Piping Length

	

3-4meters




Maximum Elevation

	

7 meters




Applicable Room Size

	

12-14




Warranty

	

1 years(3 years for compressor)",Changhong Ruba,"1 x Remote Control, 1 x Installation Pipe Kit, 1 x Connect Wire, 1 x Warranty Card, 1 x User Manual",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"EN
3+1 (3 Years Compressor + 1 Year Parts)",N/A,N/A,N/A,N/A,N/A,3+1 (3 Years Compressor + 1 Year Parts),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kenwood Inverter Air Conditioner - KEP-1834S - 1.5 Ton - eInverter Prime Plus Tropical Inverter Series - White,https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 67,799",110134500_PK-1260878507,The ePrime Series installed with R410a gas and compressor that can start at 150 volts having hidden LED display with turbo operations and golden fins provides high ambient cooling with it's long distance air-flow.,Kenwood,"1 x Inner,outer,1 x warranty card, 1 x remote set,1 x manual",Yes,Yes,N/A,Prime Plus Series,N/A,N/A,N/A,N/A,N/A,eInverter Prime Plus Series,"EN
05 Year Compressor warranty & 01 Years parts warranty",N/A,N/A,N/A,N/A,N/A,05 Year Compressor warranty & 01 Years parts warranty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dawlance Pro-Active 1.5 Ton DC Inverter Split AC 30000 Annual Saving,https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 82,999",110088226_PK-1260810114,"Product Description

This amazing combination of aesthetics and technology is designed to cater to the rising energy costs in Pakistan. Dawlance following its aim of making Pakistan proud has resolved to play its role to address the energy crisis in Pakistan. Pro Active Inverter air conditioners saves upto 60% electricity annually and with it's cutting edge mosquito repelent technology makes your environment more comfortable. The Dawlance Pro-Active Air conditioner can run on generator and can be operated without stablizer plus it can run on low voltage upto 155 volts which only Dawlance offers in Pakistan.",Dawlance,"Inner Unit, Outer Unit, Remote, Batteries, Wall Mounts for Inner, Set of Screws, Installation Pipes, Manual(s), Warranty Card",No,No,N/A,Yes,N/A,Cool and Heat 30000 Saving Annual Saving,18000,150-250 sq meters,1200,Pro-Active 1.5 Ton,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AC Hair 1.5 Ton DC Inverter 18 HNC 70% Energy Saver,https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 88,499",110318492_PK-1261126452,"Specifications
DC Inverter
1.5 Ton Cooling Capacity
Cooling Capacity(BTU): 18000
Heat and Cool
R410a Refrigerant
Golden Fin Condenser and Evaporator
Wall Mounted Split
Auto Clean, 67% Energy Saving, 4 Ways Air Flow, Heat and Cool, Golden Fin Condenser and Evaporator.",Heirs,"Inner Unit, Outer Unit, Remote, Batteries, Wall Mounts for Inner, Set of Screws, Installation Pipes, Manual(s), Warranty Card",Yes,Yes,N/A,",Dehumidifier,Air Direction Control,Auto Cleaning,Fast Cooling,Silent Mode,Sensor Control",N/A,DC Inverter 50% to 70% Energy Saving,18000,150-250 sq meters,1150,18 HNC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
INVERTER AC 18HN - UPS ENABLED SERIES - 1.5 TON - WHITE,https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 78,999",132081347_PK-1292282637,"It is a modern world that keeps getting better with innovative technology. All this inventions have made our lives convenient and less complicated. A highly affordable series of air conditioners which stands out in a minimalistic Glossy design, capable of delivering excellent cooling and heating performance. This Air Conditioner will make this summer cooler than ever with its instant cooling and amazing efficiency. This AC is certainly the right choice, is a reliable choice and the right pick for anyone who wants the best for their household.

FEATURES:
Model: 18S HN-S/M/H/C/Z/R
Color: Glossy Finish
Capacity: 1.5Ton (18000 BTU)
Gas: R410 Environment friendly Refrigerant
Low Voltage Start Up: 160v
Double Layer Condenser: Golden Fin
Energy Efficient: (Up to 67% Electricity Saving)
One Touch Auto Clean Option
UPS Option Enabled
Heat and Cool Function
DC inverter compressor Tropical T-1
Six Health Filters & Four way Air Outlet
Multi Fan Speeds & Turbo Cooling Option
Automatic Drying Operation
Anti-Fungus Funtion
Auto Restart
Ultra Low Frequency Torque Control

Founded in 1984, Haier Group is the world leading brand of major household appliances (Source: Euromonitor) and is now transforming from a traditional household appliance manufacturer into an open platform for entrepreneurship. In the Internet and post-e-commerce era, Haier is devoted to transforming into a truly networked company to build an ecosystem of shared creative and win-win results. With ‘socialnomics’ as the company’s guide, a foundation in user value interaction, and a core competitiveness of trust, Haier is set to become an IoT leader.

Summer Would be Cooler than Ever!

This Inverter Split Air Conditioner will make this summer cooler than ever with its instant cooling and amazing efficiency. The amazing is at your service to keep the terrible heat out while providing terrific cooling in.

Loaded with Finesse & Style

A visually appealing addition to the room never goes unnoticed, the ultimate inverter AC offers a wide range of superb features with a great look that will add on to your rooms.

Electricity Bill is No Worry!

The Inverter Split Air Conditioner starts at a low voltage and does not take the budget out of your range. This Inverter AC has every feature that makes life easier for you. While you provide the best way to prevent heat to your home this summer, it will take care of your pocket.

A-PAM DC Inverter Technology

A-PAM inverter technology Fix the communication frequency between indoor and outdoor at 180Hz that allow the compressor to work smoothly and vibration free in case of Voltage fluctuation.

66% Power Saving

By A-PAM DC inverter technology, it can give 66% power saving approx.

46°C Full BTU

Haier Innovative Design and Technology provides what you paid for. Full BTU even at 46°c hot outdoor ambient ensures the full cooling capacity of the BTU rating mentioned on the product without any loss of cooling efficiency.

Voltage Stabilizer

Haier DC Inverters can work in the wide Voltage Rang of (120V-260V) no need of Voltage stabilizer, it saves Money and also gives durability to Product.",Warranty,"1x Air Conditioner, 1x User guide, 1x Warranty Card.",Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18HN,"EN
1 Year Brand Warranty",N/A,N/A,N/A,N/A,N/A,1 Year Brand Warranty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dawlance Powercon Inverter 30 1.5 Ton Heat & Cool Split AC,https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 69,000",122276458_PK-1278446277,"Key Features
Powerful Cooling with Long Air Throw
Corrosion Rust Free with Gold Fin
Fire Proof Control Box
Refrigerant Leakage Detection
High Efficiency Tubing enlarges the heat transfer area
Heat & Cool Function
Specifications
Cooling Capacity
1.5 Ton
Room Size
875 to 1,100 Sqft",Dawlance,1nner/10uter/warranty card/1 remote,No,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,powercon 30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Haier Hsu-12Sns - Dc Inverter Ac - 1 Ton - White,https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 58,500",121648881_PK-1277580613,.,Haier,"Inverter Ac ( Indoor, Outdoor), Remote, User Manual, Warranty Crad, Installation Pipe",Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Hsu-12Sns,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Orient 1.5 Ton Ultron Classic DC Inverter - Smart Edition,https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 80,500",101877959_PK-1247510531,"Description:

Keeping with our tradition to offer the very best in the consumer electronics market, we’re now letting you live a wonderfully smart life with the Ultron Classic Smart Edition! This all-new version of our Ultron Classic DC Inverter comes with an already installed Smart Wi-Fi Kit – which means that your AC is already online-powered. All you have to do is connect it with the MEVRIS app to begin tracking its consumption data in real time and for schedule management. In addition, it has everything you’ve come to expect from the typical Orient AC – reliability, efficiency, powerful heating/cooling, energy savings, international level technicalities and an exterior that will leave your guests feeling envious.",Orient,1 x Remote Control 1 x Installation Pipe Kit 1 x Connect Wire 1 x Warranty Card 1 x User Manual,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.5 Ton Ultron Classic DC Inverter,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PEL Air Conditioner 24K-Supreme Cabnet,https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 160,000",101027213_PK-1246454913,"1 year Official Brand Warranty
5 Years Compressor Warranty
High Performance Compressor
Sleek And Stylish
Durable
Powerful through
Low Energy Consumption",PEL,"Warranty card, Product",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24K-Supreme,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Orient 1.5 Ton - Ultron Super Mirror Black DC Inverter,https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 85,000",101879909_PK-1247518266,"Description:

Introducing the smart Ultron Super - the Orient AC that has transformed the way room cooling works! Its intelligent functioning system works like no other AC in the market – and that, we can bet on. It tells you how and why your AC consumes energy in the form of readable statistics. Through the MEVRIS app, you can view interactive charts and graphs related to your voltage, unit, current and power and turn your AC on/off from anywhere in the world.",Orient,1 x Remote Control 1 x Installation Pipe Kit 1 x Connect Wire 1 x Warranty Card 1 x User Manual,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,1.5 Ton Ultron Super Mirror,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dawlance Econo Inverter Split Air Conditioner 1 Ton (15),https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 59,000",122002808_PK-1278108214,"DESCRIPTION:

the best price for Dawlance Econo Inverter Split Air Conditioner 1 Ton (15) with 1 year official warranty and express shipping all over Pakistan.

Now with the new Dawlance Inverter Range, summers and bills are no longer a concern. Save up to PKR 30,000 annually with our new Inverter AC range. This season our Advanced Typhoon Air Technology with its bigger indoor and more air throw offers a complete solution to counter hot weather.

Features:

• Inverter Compressor

• 100% Copper Connecting Pipes.

• Self cleaning Function

• Voltage range: 150 to 260 V

• Anti-F feature

• Typhoon air technology

• 1100mm Bigger indoor

• Large air throw

Warranty:

1 Year Parts

3 Years Compressor",Dawlance,1 X Inverter AC1 X Warranty Card1 X Manual1 X Remote Set,No,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ECONO 15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Air conditioner,https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 98,000",102690618_PK-1248564258,"- Complete DC Inverter

- Powered By A-PAM Technology

- One Touch Cleaning* - Environment Friendly R410 Refrigerant - Turbo Cooling and Heating - 46C Complete BTU - Energy Saving up to 67% - 4-Way Air Flow - Voltage Stabilizer (120V-260V) - Sleep Mode - Power Mode Memory (Auto Restart) - Healthy Air Flow - Improved printed circuit board Controller - Low Voltage Startup 120V - Ultra Quiet Operation - Complete QC check - Elegant Design - Capacity (BUT) Cooling 18000 - Heating 18000 - Power input (KW) Cooling 0.32-1.84 - Heating 0.32-1.84 - EER 3.70 - Running Current (A) 1.45-6.50 - Refrigerant R410",Haier,"1x inverter AC - 1.5 ton, 1x remote,1 AC kit, 1x booklet, 1x warranty card",No,No,N/A,",Timer,Air Direction Control,Auto Cleaning,Fast Cooling,Silent Mode",N/A,N/A,N/A,N/A,N/A,18 sns,"EN
5 years brand warranty",N/A,N/A,N/A,N/A,N/A,5 years brand warranty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AC General Firtina 0.75 Ton New Window Air Conditioner with Remote Control - White,https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 39,800",116186110_PK-1268294954,"Description
Specifications of Window Air Conditioner With Remote Control - 0.75 Ton - White
Old But Not Obsolete Window Air Conditioner

One of the cheapest solutions for home cooling is to find afunctionoverquality. Besides, an ideal windowair conditioner available online in Pakistan should function between 9,000 to 14,000 BTUs on the upside. Its costs less, yet it benefits in the long term and the installation process is adequately simple. Multiple factors such as design, the right size, and brand carry additional aspects that is directly depended in the space provided for cooling.

Best Air Conditioner Online in Pakistan

Have you considered the idea to buy 1 ton air conditioner in Pakistan if your need is to cool a single room? Whereas, if the solution requires for a bigger space cooling then turn towards split air conditioners online as these accumulate more space but gives more cooling. Take measurements before you begin your purchase, for example, that about 8,000 BTUs are enough to freeze 350 square feet of space throughout the day. Window air conditioner consists of a compressor, evaporator, and condenser.

Why Choose Window AC over Split AC?

Basically it is the old version of the modern split air conditioner you are accustomed to see around the electronic sphere. What sets the two models apart is the design and installation (function). Window air conditioner is fixed when its cooling fins are facing indoors, but the heating unit is kept on the opposing side. Firstly, the inner compartments contains fans at the front with evaporators behind and its filter in the middle that’s operated via the central control panel. Secondly, the condenser along with the compressor is mashed in a box that is kept outward for noise reduction and of course to minimize the space.

Almost equally powerful – as explained above – a 1 ton air conditioner in Pakistan is available according to the home and office requirement of any consumer.",General,1 x 0.75 Ton Window Air Conditioner - White 1 x Manual 1 x Remote Control,Yes,Yes,N/A,No,N/A,Energy Saving Starting 3 to 4 Amps Normal 2 to 3 Amps,9000,30-90 sq meters,750,9000 BTU W-0.75 Ton,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HSU - 12 Long Throw - Split AC - 1 ton - White,https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 46,999",101045516_PK-1246491746,"Full copper connection tubes
Copper u bands
5 star cooling
Home service
Long throw model",Haier,"Inner, outer, 2 copper tubes, remote, warranty card, drain pipe, wall plate, fitting materials",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dawlance 1 ton - Infinity Plus 15 - Split AC,https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 45,650",109928908_PK-1260568182,N/A,Dawlance,"Inner, outer, 2 connection tubes, remote, warranty card, drain pipe, wall plate, fitting materials",No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Haier 1.5 Ton Full DC Invertor HSU-18HN,https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 74,999",107250259_PK-1255644531,N/A,Haier,1 x - Inverter AC - 1.5 Ton - White,N/A,N/A,N/A,",Fast Cooling",N/A,N/A,N/A,180 SqFt,0,HSU-18HN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kenwood - eSmart DC Inverter AC 1.5 ton - KES-1820S - 5D Flow Tropical  - Wifi enabled - 75% Saving - White,https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 101,500",133065248_PK-1293377064,"Bringing innovation to Pakistan's Electronics Industry

Kenwood fall under the umbrella of RNI Electrical Appliances (Pvt). Ltd. R&I Electrical Appliances has come a long way since its inception some 13 years ago. With a humble beginning, it grew from a small company with three people into a growing entity that employs hundreds of people.

The combined product range of our brands includes all kitchen, home and power appliances and aim at helping you uplift your comfort and standard of living.

Specifications:
75% Energy Saving
Capacity:1.5 Ton
AC Functionality:Heating & Cooling
AC Design:Wall Mount
Inverter Type:DC
Cooling Capacity:18000 BTU
Heating Capacity:18000 BTU
Gas:R410A
Color:Silver & White
Hidden LED Display
Stabilizer not required
DC inverter compressor
Golden Fins Condenser
Long Air throw
150 Volt Compressor start
7 Star Machine
Higher Efficency Ratio (EER 4.0)
Tropical T3 Compressor
Bigger Indoor
Bigger Outdoor
5 Dimension Inverter",Kenwood,"inner, outer, wires, connection tubes, warranty card, fitting materials",Yes,Yes,N/A,Yes,N/A,N/A,N/A,250> sq meters,1,KES-1820S eSmart,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Karachi
Dawlance Aura Inverter 30 - Tropical Inverter - 1.5 ton - 30% Extra Saving Model - White,https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 69,500",2383550_PK-1251040880,"Aura Inverter Series

This summer season, Dawlance with all its reliability brings the best for you. Our new Aura Inverter Series with large indoor and Typhoon Air Technology is your solution to this year’s summers.

Key Features

Inverter Compressor

(Upto PKR 30,000 Annual Savings.

100% Copper

Connecting Pipes

Self Cleaning

Function

150 To 260 V

Voltage Range

Anti-F

Feature

Typhoon Air Technology

1100mm Bigger Indoor

Large Air Throw",Dawlance,1 X Inverter AC1 X Warranty Card 1 X Manual1 X Remote Set,Yes,Yes,N/A,Series,N/A,N/A,N/A,N/A,N/A,Tropical Inverter Series,"EN
12 Year Compressor Warranty01 Year Parts Warranty",N/A,N/A,N/A,N/A,N/A,12 Year Compressor Warranty01 Year Parts Warranty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Midea 2.0 Ton Wall Mounted split Air Conditioner,https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 68,288",102272960_PK-1248027454,"Uniquely appealing design

LVD Low voltage directive

Wide Voltage Range

Made in china",Midea,One indoor box & one outdoor box with installation kit and warranty card and user manual,No,No,N/A,No,N/A,N/A,N/A,N/A,N/A,MSAB-24HR-QB6W(AF),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
